Wall time,Step,Value
1696205885.5215328,49,0.4183185398578644
1696205885.7064633,99,0.4055054187774658
1696205885.9377975,149,0.4126131534576416
1696205886.106769,199,0.41184183955192566
1696205886.3418238,249,0.39700132608413696
1696205886.5083745,299,0.3838152587413788
1696205886.7508097,349,0.3535994291305542
1696205886.9235263,399,0.4193291664123535
1696205887.090827,449,0.4398763179779053
1696205887.3279564,499,0.3744182586669922
1696205887.4961088,549,0.40462151169776917
1696205887.7294989,599,0.3707653880119324
1696205887.8970656,649,0.3771875500679016
1696205888.1273174,699,0.40201884508132935
1696205888.295722,749,0.3762538731098175
1696205888.52814,799,0.402775377035141
1696205888.7017233,849,0.3720306158065796
1696205888.890408,899,0.3468021750450134
1696205889.1280577,949,0.3564642369747162
1696205889.2925153,999,0.3700234591960907
1696205889.522035,1049,0.40500450134277344
1696205889.6913848,1099,0.3608459532260895
1696205889.9354298,1149,0.375140517950058
1696205890.1020715,1199,0.35946235060691833
1696205890.3320763,1249,0.34182021021842957
1696205890.5011137,1299,0.375456839799881
1696205890.6722124,1349,0.3437812924385071
1696205890.909628,1399,0.3880344033241272
1696205891.07654,1449,0.365713506937027
1696205891.315279,1499,0.3880710005760193
1696205891.4861712,1549,0.3680872917175293
1696205891.7161703,1599,0.37184518575668335
1696205891.8981168,1649,0.38630425930023193
1696205892.1328561,1699,0.3533676266670227
1696205892.3005333,1749,0.37862589955329895
1696205892.4707725,1799,0.3537536561489105
1696205892.704204,1849,0.3519524931907654
1696205892.873405,1899,0.3458364009857178
1696205893.1114767,1949,0.38044729828834534
1696205893.278295,1999,0.37447598576545715
1696205893.5059662,2049,0.4007425308227539
1696205893.675414,2099,0.35069602727890015
1696205893.9100213,2149,0.38528597354888916
1696205894.078904,2199,0.38394439220428467
1696205894.2483346,2249,0.3664182424545288
1696205894.4800386,2299,0.3707519471645355
1696205894.6503074,2349,0.36279886960983276
1696205894.8930068,2399,0.3529699146747589
1696205895.0607529,2449,0.41419118642807007
1696205895.287116,2499,0.36177873611450195
1696205895.4541428,2549,0.3661831319332123
1696205895.6942308,2599,0.3896815776824951
1696205895.8663766,2649,0.36907023191452026
