Wall time,Step,Value
1696205751.5825708,49,0.6037999987602234
1696205751.752521,99,0.555656373500824
1696205751.982685,149,0.49518606066703796
1696205752.1529028,199,0.4809512495994568
1696205752.3831387,249,0.4792579710483551
1696205752.5649533,299,0.43802207708358765
1696205752.792945,349,0.4705426096916199
1696205752.961594,399,0.45897817611694336
1696205753.12635,449,0.4373247027397156
1696205753.360428,499,0.4386169910430908
1696205753.5255878,549,0.439073771238327
1696205753.7732668,599,0.43693655729293823
1696205753.9450228,649,0.41382038593292236
1696205754.1782806,699,0.4477221369743347
1696205754.3418667,749,0.39361482858657837
1696205754.5745008,799,0.4348388910293579
1696205754.7504635,849,0.4096387028694153
1696205754.9173717,899,0.4198383688926697
1696205755.1446567,949,0.4166475534439087
1696205755.305267,999,0.4426024854183197
1696205755.5343893,1049,0.4090704023838043
1696205755.7163346,1099,0.4385524094104767
1696205755.9594102,1149,0.40667349100112915
1696205756.125973,1199,0.4100203216075897
1696205756.3547387,1249,0.40424802899360657
1696205756.521421,1299,0.36889517307281494
1696205756.7059824,1349,0.44382256269454956
1696205756.9320686,1399,0.4210701584815979
1696205757.0957186,1449,0.40981632471084595
1696205757.3241012,1499,0.3877706527709961
1696205757.4890654,1549,0.419845849275589
1696205757.7288077,1599,0.4054996371269226
1696205757.897772,1649,0.4075813293457031
1696205758.125924,1699,0.4108397960662842
1696205758.2881484,1749,0.4172285795211792
1696205758.456161,1799,0.42780792713165283
1696205758.6978152,1849,0.3999241292476654
1696205758.8628287,1899,0.3893231153488159
1696205759.0957701,1949,0.42856818437576294
1696205759.26167,1999,0.42736995220184326
1696205759.4957325,2049,0.42177996039390564
1696205759.6629488,2099,0.4118965268135071
1696205759.8991964,2149,0.40654459595680237
1696205760.0636315,2199,0.3809056580066681
1696205760.2312052,2249,0.4182697534561157
1696205760.4619858,2299,0.391984760761261
1696205760.6307182,2349,0.38664937019348145
1696205760.8724782,2399,0.3851374089717865
1696205761.0363302,2449,0.3823114037513733
1696205761.2690375,2499,0.40128594636917114
1696205761.4374778,2549,0.38295772671699524
1696205761.668941,2599,0.3846885561943054
1696205761.8445697,2649,0.39142584800720215
1696205762.0141299,2699,0.3587794303894043
1696205762.241618,2749,0.3835769295692444
1696205762.4082072,2799,0.3741304874420166
1696205762.6444492,2849,0.38449427485466003
1696205762.8333375,2899,0.3746292293071747
1696205763.0677602,2949,0.3894747495651245
1696205763.2339017,2999,0.3777545094490051
1696205763.3991222,3049,0.3861050009727478
1696205763.6333723,3099,0.4120519161224365
1696205763.8024402,3149,0.4147150218486786
1696205764.0331366,3199,0.38122838735580444
1696205764.2017546,3249,0.3772910237312317
1696205764.4358199,3299,0.38138192892074585
1696205764.6094317,3349,0.36946678161621094
1696205764.855756,3399,0.38943618535995483
1696205765.0271938,3449,0.39102208614349365
1696205765.2016146,3499,0.36847221851348877
1696205765.434939,3549,0.38850897550582886
1696205765.603092,3599,0.3769579529762268
1696205765.8388891,3649,0.37401264905929565
1696205766.0267951,3699,0.36992335319519043
1696205766.2542994,3749,0.4051474332809448
1696205766.4177625,3799,0.3549838066101074
1696205766.6548543,3849,0.3591897785663605
1696205766.822916,3899,0.36383548378944397
1696205766.995155,3949,0.36443278193473816
1696205767.2270184,3999,0.4063311219215393
1696205767.3901234,4049,0.3938552737236023
1696205767.6279483,4099,0.3756188154220581
1696205767.7990546,4149,0.36587008833885193
1696205768.0301917,4199,0.37014636397361755
1696205768.1965697,4249,0.41455191373825073
1696205768.4227238,4299,0.3944842219352722
1696205768.587717,4349,0.3612392246723175
1696205768.7562704,4399,0.38404256105422974
1696205768.9983625,4449,0.40195155143737793
1696205769.1594486,4499,0.3529740571975708
1696205769.392262,4549,0.3763321042060852
1696205769.5622115,4599,0.3856680691242218
1696205769.7957084,4649,0.3839530646800995
1696205769.9631693,4699,0.3635755777359009
1696205770.193883,4749,0.3795326054096222
1696205770.3567502,4799,0.37931880354881287
1696205770.5248935,4849,0.37952032685279846
1696205770.7627034,4899,0.3894228935241699
1696205770.9279613,4949,0.36312586069107056
1696205771.168666,4999,0.3565766215324402
1696205771.3347394,5049,0.38384270668029785
1696205771.5673742,5099,0.39910364151000977
1696205771.7328236,5149,0.36686164140701294
1696205771.9625778,5199,0.36828261613845825
1696205772.133617,5249,0.3423174321651459
1696205772.298593,5299,0.39175939559936523
1696205772.5228624,5349,0.3697951138019562
1696205772.6888916,5399,0.3534277379512787
1696205772.919534,5449,0.3601532280445099
1696205773.1021416,5499,0.38868820667266846
1696205773.3344312,5549,0.36049020290374756
1696205773.5033076,5599,0.3831091523170471
1696205773.6702666,5649,0.39876604080200195
1696205773.9109025,5699,0.38852769136428833
1696205774.0814888,5749,0.394098699092865
1696205774.3248692,5799,0.36676520109176636
1696205774.4954655,5849,0.3923689126968384
1696205774.7518005,5899,0.377604603767395
1696205774.9245524,5949,0.36889106035232544
1696205775.1533089,5999,0.3747604489326477
1696205775.317409,6049,0.3958572745323181
1696205775.4808328,6099,0.3874439001083374
1696205775.7125242,6149,0.4043726921081543
1696205775.876183,6199,0.35751619935035706
1696205776.1202972,6249,0.39710795879364014
1696205776.2877274,6299,0.38758575916290283
1696205776.5228827,6349,0.38334816694259644
1696205776.6911874,6399,0.3811640441417694
1696205776.923067,6449,0.38876786828041077
1696205777.089233,6499,0.35722091794013977
1696205777.2575269,6549,0.35852381587028503
1696205777.4982262,6599,0.35607510805130005
1696205777.6633863,6649,0.3734584152698517
1696205777.8979235,6699,0.3826059103012085
1696205778.0693712,6749,0.3619439899921417
1696205778.3026958,6799,0.37542039155960083
1696205778.468884,6849,0.34525734186172485
1696205778.7015152,6899,0.34494808316230774
1696205778.8662632,6949,0.3659578859806061
1696205779.035046,6999,0.3756568729877472
1696205779.2752807,7049,0.3798559010028839
1696205779.4404178,7099,0.359282910823822
1696205779.6733913,7149,0.3663352429866791
1696205779.8446033,7199,0.3401969075202942
1696205780.0776649,7249,0.38162583112716675
1696205780.2465503,7299,0.36076974868774414
1696205780.4755385,7349,0.3829362392425537
1696205780.6399117,7399,0.37147092819213867
1696205780.8105524,7449,0.3645496070384979
1696205781.0429587,7499,0.4002922773361206
1696205781.2152405,7549,0.35037511587142944
1696205781.4479585,7599,0.35676780343055725
1696205781.616489,7649,0.35901060700416565
1696205781.851688,7699,0.3729954957962036
1696205782.0212345,7749,0.3647622764110565
1696205782.260599,7799,0.379250168800354
1696205782.4254882,7849,0.36948496103286743
1696205782.5935116,7899,0.33088618516921997
1696205782.826442,7949,0.3983197808265686
1696205782.99388,7999,0.3651493191719055
1696205783.226831,8049,0.36043745279312134
1696205783.4051578,8099,0.3431875705718994
1696205783.6338737,8149,0.37452933192253113
1696205783.8041437,8199,0.36481499671936035
1696205784.035414,8249,0.3529527187347412
1696205784.198763,8299,0.36032921075820923
1696205784.3640602,8349,0.391529381275177
1696205784.5922546,8399,0.3648357391357422
1696205784.7585173,8449,0.3562090992927551
1696205784.9888167,8499,0.415368914604187
1696205785.1533866,8549,0.3643642067909241
1696205785.381848,8599,0.3733780086040497
1696205785.548572,8649,0.34984254837036133
1696205785.7125127,8699,0.36434751749038696
1696205785.9444199,8749,0.35243460536003113
1696205786.1100152,8799,0.3750492334365845
1696205786.350351,8849,0.33878400921821594
1696205786.5179572,8899,0.39035290479660034
1696205786.746474,8949,0.36351221799850464
1696205786.9078307,8999,0.342551052570343
1696205787.1382136,9049,0.34718236327171326
1696205787.3029106,9099,0.34646695852279663
1696205787.4725468,9149,0.37257009744644165
1696205787.714403,9199,0.37177062034606934
1696205787.8757045,9249,0.37021562457084656
1696205788.104117,9299,0.35460418462753296
1696205788.268976,9349,0.37063223123550415
1696205788.5003338,9399,0.40366315841674805
1696205788.6829996,9449,0.35739025473594666
1696205788.9127724,9499,0.3568149209022522
1696205789.076632,9549,0.36503252387046814
1696205789.2446342,9599,0.38778096437454224
1696205789.4814088,9649,0.365517258644104
1696205789.6465123,9699,0.36666175723075867
1696205789.873026,9749,0.38842248916625977
1696205790.039986,9799,0.36336857080459595
1696205790.2640314,9849,0.34590744972229004
1696205790.429224,9899,0.35224649310112
1696205790.656365,9949,0.38444870710372925
1696205790.8242624,9999,0.3639804720878601
1696205790.9938624,10049,0.3857860565185547
1696205791.2284098,10099,0.35819727182388306
1696205791.3940983,10149,0.3432661294937134
1696205791.6367798,10199,0.3481954336166382
1696205791.807043,10249,0.3583904206752777
1696205792.0387838,10299,0.36158305406570435
1696205792.2096145,10349,0.36553120613098145
1696205792.4377048,10399,0.3746373951435089
1696205792.6083438,10449,0.36375248432159424
1696205792.7812598,10499,0.3440818190574646
1696205793.0151787,10549,0.346510112285614
1696205793.1847098,10599,0.3770648241043091
1696205793.4193385,10649,0.3454049229621887
1696205793.6031384,10699,0.3490760922431946
1696205793.8520842,10749,0.3548941910266876
1696205794.023744,10799,0.3635869026184082
1696205794.255762,10849,0.3479515314102173
1696205794.421537,10899,0.36087489128112793
1696205794.5927675,10949,0.3756232261657715
1696205794.8290486,10999,0.3685557246208191
1696205794.9977205,11049,0.3494473099708557
1696205795.2353678,11099,0.3689068555831909
1696205795.4018407,11149,0.35113412141799927
1696205795.6412172,11199,0.37903040647506714
1696205795.810548,11249,0.37914299964904785
1696205795.9805164,11299,0.3894999921321869
1696205796.2106209,11349,0.39386361837387085
1696205796.3749964,11399,0.368428111076355
1696205796.6233253,11449,0.34273284673690796
1696205796.7933888,11499,0.3508293628692627
1696205797.027694,11549,0.3556390404701233
1696205797.1883855,11599,0.36383530497550964
1696205797.4153612,11649,0.35737988352775574
1696205797.5830848,11699,0.3660126328468323
1696205797.7506714,11749,0.34303534030914307
1696205797.9783475,11799,0.3386733829975128
1696205798.1402838,11849,0.38079512119293213
1696205798.3672967,11899,0.35550761222839355
1696205798.5331583,11949,0.39084407687187195
1696205798.768616,11999,0.3772716820240021
1696205798.9331763,12049,0.34752652049064636
1696205799.1658576,12099,0.360909640789032
1696205799.3292687,12149,0.36188605427742004
1696205799.496289,12199,0.3665533661842346
1696205799.7365985,12249,0.37826836109161377
1696205799.9010959,12299,0.3661649227142334
1696205800.133583,12349,0.37104371190071106
1696205800.2971919,12399,0.3320336937904358
1696205800.5296898,12449,0.35885557532310486
1696205800.697472,12499,0.36181649565696716
1696205800.927264,12549,0.35939884185791016
1696205801.0878434,12599,0.3653254806995392
1696205801.2508612,12649,0.3549380302429199
1696205801.4766855,12699,0.3741099536418915
1696205801.6407683,12749,0.36425769329071045
1696205801.879408,12799,0.3538181185722351
1696205802.0470784,12849,0.3638017177581787
1696205802.2740953,12899,0.3521658480167389
1696205802.4425023,12949,0.36561670899391174
1696205802.679557,12999,0.3931053876876831
1696205802.8509536,13049,0.3667367100715637
1696205803.0194087,13099,0.3583671450614929
1696205803.2490003,13149,0.34111663699150085
1696205803.4147592,13199,0.34716811776161194
1696205803.6724348,13249,0.3603360056877136
1696205803.8601823,13299,0.3468327522277832
1696205804.0919907,13349,0.3627527058124542
1696205804.2562585,13399,0.34386956691741943
1696205804.483987,13449,0.3742983341217041
1696205804.6503365,13499,0.36918768286705017
1696205804.8173795,13549,0.3658798933029175
1696205805.0467505,13599,0.3500775992870331
1696205805.2141647,13649,0.3527626395225525
1696205805.444112,13699,0.3764743208885193
1696205805.6061854,13749,0.36087507009506226
1696205805.8367994,13799,0.36865705251693726
1696205806.0039928,13849,0.375870019197464
1696205806.224762,13899,0.34773099422454834
1696205806.391019,13949,0.3546413779258728
1696205806.557899,13999,0.35854631662368774
1696205806.7861314,14049,0.3312119245529175
1696205806.9635706,14099,0.37801671028137207
1696205807.1907141,14149,0.36288100481033325
1696205807.3522983,14199,0.3419622778892517
1696205807.579226,14249,0.358375608921051
1696205807.7663205,14299,0.3689083755016327
1696205807.9413457,14349,0.3496801257133484
1696205808.169078,14399,0.35215479135513306
1696205808.3328185,14449,0.3422698974609375
1696205808.5661855,14499,0.3617880344390869
1696205808.7374065,14549,0.35229629278182983
1696205808.9722302,14599,0.34367579221725464
1696205809.139521,14649,0.35582321882247925
1696205809.3708086,14699,0.3529790937900543
1696205809.5365765,14749,0.3585829734802246
1696205809.7023919,14799,0.3607124984264374
1696205809.9511738,14849,0.3581587076187134
1696205810.1161354,14899,0.3557273745536804
1696205810.34396,14949,0.3868715167045593
1696205810.5134938,14999,0.384736567735672
